id,name,location,city,state,interchange_railroads,capacity,hazmat_suited,rail_services,facility_types,track_types,about,url,scraped_at
482,Kinkisharyo Eastern Rail Division,"Piscataway, NJ",Piscataway,NJ,"CSX, NS",30 total spaces,No,"Cleaning, Painting, Railcar Maintenance, Railcar Repair, Stripe Aligning","Repair Shop, Storage Yard",Ladder,"Secure Indoor/outdoor storage capability with Conrail sidetrack open gate access to Port Reading Secondary.  Adjoining 145,000 sq. ft. facility containing 8 full bays with embedded tracks, multiple pits, jacks, overhead cranes, a climate-controlled room, track bed scale, machine shop, component back shop, electronics lab and a 120’ paint and sand blasting booth.",https://www.commtrex.com/railcar-storage/location/482.html,2026-02-10T02:17:54.631928
510,Morristown & Erie Railway,"Morristown, NJ",Morristown,NJ,"CSX, NS",100 total spaces,Yes,"Cherry Picking, Painting, Railcar Maintenance, Railcar Repair, Recertification, Stripe Aligning","Repair Shop, Short Line, Storage Yard",none provided,"Also interchange with Amtrak, Conrail, NYSW and New Jersey Transit",https://www.commtrex.com/railcar-storage/location/510.html,2026-02-10T02:17:57.165924
506,Jal,"Jal, NM",Jal,NM,UP,350 total spaces,Yes,Cherry Picking,"Plant/Mining Site, Short Line, Storage Yard",Ladder,,https://www.commtrex.com/railcar-storage/location/506.html,2026-02-10T02:17:59.881771
452,Buffalo Grass Terminal,"Loco Hills, NM",Loco Hills,NM,BNSF,175 total spaces,No,none provided,Storage Yard,none provided,"Served by the BNSF Railway
On the Southwestern Railroad (SWRR)
20,000 tons of storage
Sub-24 hour unit train unload capability",https://www.commtrex.com/railcar-storage/location/452.html,2026-02-10T02:18:02.359599
438,Ironhorse Permian Basin,"Artesia, NM",Artesia,NM,BNSF,700 total spaces,Yes,Cherry Picking,Storage Yard,"Ladder, Loop",Ironhorse has capacity avaliable for short term storage (0-6 months).  We are able to take unit trains.,https://www.commtrex.com/railcar-storage/location/438.html,2026-02-10T02:18:04.941124
127,Santa Teresa Southern Railroad,"Santa Teresa, NM",Santa Teresa,NM,UP,25 total spaces,Yes,"Cherry Picking, Painting, Railcar Maintenance",Short Line,FILO,,https://www.commtrex.com/railcar-storage/location/127.html,2026-02-10T02:18:07.536673
139,New Mexico Transloading,"Albuquerque, NM",Albuquerque,NM,BNSF,145 total spaces,Yes,none provided,Storage Yard,Ladder,,https://www.commtrex.com/railcar-storage/location/139.html,2026-02-10T02:18:10.021281
672,Southwestern Railroad,"Deming, NM",Deming,NM,"BNSF, UP",600 total spaces,Yes,"Cherry Picking, Railcar Maintenance, Railcar Repair, Recertification, Stripe Aligning","Repair Shop, Short Line, Storage Yard","FILO, Ladder","Jaguar Transport is a multi-commodity logistic company specializing in railroad, transloading, warehousing, and supply chain logistics.  We are willing to partner and invest with new and existing customers to assist with capital and logistics with a ""Can Do Attitude"" to bring value and solutions to our business partners.",https://www.commtrex.com/railcar-storage/location/672.html,2026-02-10T02:18:12.543125
719,Texas & New Mexico Railway,"Eunice, NM",Eunice,NM,UP,989 total spaces,Yes,"Cherry Picking, Railcar Maintenance","Short Line, Storage Yard",Ladder,"Class I Interchange Point
UP @ Monahans, TX",https://www.commtrex.com/railcar-storage/location/719.html,2026-02-10T02:18:14.944978
706,DLWR - Buffalo NY,"Lancaster, NY",Lancaster,NY,NS,30 total spaces,Yes,"Cherry Picking, Railcar Maintenance, Railcar Repair",Short Line,"FILO, Ladder","Some cherry picking depending on volume, turnover, car size/type, etc. Repair services subject to need/availability. Repair/maintenance services provided by referred contractors.",https://www.commtrex.com/railcar-storage/location/706.html,2026-02-10T02:18:17.474328
707,DLWR - Batavia NY,"Batavia, NY",Batavia,NY,CSX,30 total spaces,Yes,"Cherry Picking, Railcar Maintenance, Railcar Repair",Short Line,"FILO, Ladder","Some cherry picking depending on volume, turnover, car size/type, etc. Repair services subject to need/availability. Repair/maintenance services provided by referred contractors. Access on our line for work to be performed.",https://www.commtrex.com/railcar-storage/location/707.html,2026-02-10T02:18:20.025412
732,Ithaca Central Railroad,"Ithaca, NY",Ithaca,NY,NS,300 total spaces,No,none provided,"Short Line, Storage Yard",FILO,"Class I Interchange Point
NS @ Sayre, PA",https://www.commtrex.com/railcar-storage/location/732.html,2026-02-10T02:18:22.491044
762,Canalside Energy Park,"Hudson Falls, NY",Hudson Falls,NY,CP,200 total spaces,Yes,Cherry Picking,"Short Line, Storage Yard",Ladder,"SMS, a Class III rail carrier, is a one-stop provider of rail distribution and logistics services to businesses, both domestically and globally. We provide 24/7/365 on-demand switching, transloading and trucking services at properties that are 286K and Plate F capable.",https://www.commtrex.com/railcar-storage/location/762.html,2026-02-10T02:18:24.980845
655,"R.J. Corman Railroad Company/Owego & Harford Line, Inc.","Owego, NY",Owego,NY,"CP, NS",200 total spaces,No,Cherry Picking,Short Line,FILO,,https://www.commtrex.com/railcar-storage/location/655.html,2026-02-10T02:18:27.563524
527,"Livonia, Avon & Lakeville RR","Lakeville, NY",Lakeville,NY,"CSX, NS",50 total spaces,No,none provided,"Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/527.html,2026-02-10T02:18:30.010198
191,Western New York and Pennsylvania Railroad,"Olean, NY",Olean,NY,NS,"1,345 total spaces",Yes,none provided,"Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/191.html,2026-02-10T02:18:32.493005
201,B&H Rail Corporation,"Cohocton, NY",Cohocton,NY,NS,300 total spaces,Yes,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/201.html,2026-02-10T02:18:35.035878
90,New York and Atlantic Railway,"Brentwood, NY",Brentwood,NY,"CP, CSX, NS",150 total spaces,No,Cherry Picking,Short Line,Ladder,,https://www.commtrex.com/railcar-storage/location/90.html,2026-02-10T02:18:37.632403
98,"Kensington, OH","Kensington, OH",Kensington,OH,NS,200 total spaces,No,none provided,"Plant/Mining Site, Short Line",none provided,,https://www.commtrex.com/railcar-storage/location/98.html,2026-02-10T02:18:40.156358
76,"Newburgh & South Shore Railroad, LLC","Marcelline Yard, OH",Marcelline Yard,OH,"CSX, NS",200 total spaces,Yes,"Cherry Picking, Cleaning, Railcar Repair, Recertification, Stripe Aligning","Short Line, Storage Yard","FILO, Ladder","Notwithstanding the foregoing, Railroad, at its sole discretion, may or may not allow the switching of specific railcar numbers out of storage.

Hazmat combustible & flammable storage may require local authorities approval.",https://www.commtrex.com/railcar-storage/location/76.html,2026-02-10T02:18:42.640697
77,"Northern Ohio & Western Railway, LLC","Tiffin, OH",Tiffin,OH,"CSX, NS",250 total spaces,Yes,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair, Recertification, Stripe Aligning","Short Line, Storage Yard","FILO, Ladder","Notwithstanding the foregoing, Railroad, at its sole discretion, may or may not allow the switching of specific railcar numbers out of storage.

Hazmat combustible & flammable storage may require local authorities approval.",https://www.commtrex.com/railcar-storage/location/77.html,2026-02-10T02:18:45.068431
25,"Warren, Ohio","Warren, OH",Warren,OH,NS,138 total spaces,No,Railcar Repair,none provided,none provided,,https://www.commtrex.com/railcar-storage/location/25.html,2026-02-10T02:18:47.604768
192,Wheeling and Lake Erie Railway,"Brewster, OH",Brewster,OH,"CN, CSX, NS",310 total spaces,Yes,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/192.html,2026-02-10T02:18:50.043042
105,"Van Wert, OH","Van Wert, OH",Van Wert,OH,"CSX, NS",71 total spaces,Yes,none provided,"Short Line, Storage Yard",FILO,"Has rail/truck  transfer machines and tank storage as available.  Can handle high and wide shipments such as wind turbine components.  On the CFE with connections to all Class I RR's in Chicago.  Also interchange with NS in Fort Wayne, IN and CSX and IORY in Lima, OH",https://www.commtrex.com/railcar-storage/location/105.html,2026-02-10T02:18:52.519707
455,Bucyrus Railcar Complex,"Bucyrus, OH",Bucyrus,OH,"CSX, NS",600 total spaces,No,Railcar Repair,"Repair Shop, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/455.html,2026-02-10T02:18:54.991062
511,"Ravenna, OH Yard","Ravenna, OH",Ravenna,OH,NS,30 total spaces,Yes,"Cleaning, Railcar Maintenance, Railcar Repair","Repair Shop, Storage Yard",none provided,"Enviroserve is a full service rail provider providing Emergency Response, Transload, Vapor Management, Car Repair and Car interior cleaning services.  As an AAR C6 approved repair facility, we can handle all of your service equipment repair and leak testing needs.",https://www.commtrex.com/railcar-storage/location/511.html,2026-02-10T02:18:57.496106
501,Tidewater - Steubenville,"Steubenville, OH",Steubenville,OH,NS,800 total spaces,No,Cherry Picking,Storage Yard,Ladder,"We own and operate a 100+ acre facility along the Ohio River in Steubenville, OH. We have direct unit train access from NS and WLE, as well as a private barge dock and ~375,000 sq ft of warehouse space. We have the ability to have 3 unbroken unit trains on the property at the same time, and do our own internal switching.",https://www.commtrex.com/railcar-storage/location/501.html,2026-02-10T02:19:00.002653
359,Indiana & Ohio Railway Company,"Cincinnati, OH",Cincinnati,OH,"BNSF, CN, NS, KCS, UP",-- total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/359.html,2026-02-10T02:19:02.611977
375,Ohio Central Railroad Company,"Columbus, OH",Columbus,OH,"CSX, NS",-- total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/375.html,2026-02-10T02:19:05.103107
533,"Cleveland & Cuyahoga Railway, LLC","Cleveland, OH, OH",Cleveland,OH,NS,160 total spaces,Yes,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair, Recertification",Short Line,"FILO, Ladder","Access to CSX through WLE.

Notwithstanding the foregoing, Railroad, at its sole discretion, may or may not allow the switching of specific railcar numbers out of storage.

Hazmat combustible & flammable storage may require local authorities approval.",https://www.commtrex.com/railcar-storage/location/533.html,2026-02-10T02:19:07.662839
606,Central Railroad of Indiana,"Cincinnati, OH",Cincinnati,OH,"CSX, NS",100 total spaces,Yes,none provided,"Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/606.html,2026-02-10T02:19:10.104199
661,INEOS Belpre-North Railyard,"Belpre, OH",Belpre,OH,CSX,80 total spaces,No,Cherry Picking,Storage Yard,"FILO, Ladder","Rail Switching by Belpre Industrial Rail (BIP), interchanging directly with CSXT.
Railyard is inside secure fence, site operational 24x7, with full camera coverage and lighting.
Non-Hazardous cars allowed, full or empty
Empty Hazardous cars allowed.",https://www.commtrex.com/railcar-storage/location/661.html,2026-02-10T02:19:12.626998
690,Napoleon Defiance and Western Railway,"Defiance, OH",Defiance,OH,"CSX, NS",200 total spaces,Yes,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair, Stripe Aligning","Repair Shop, Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/690.html,2026-02-10T02:19:15.112486
753,Buckeye Transfer,"Columbiana, OH",Columbiana,OH,NS,50 total spaces,Yes,Cherry Picking,Storage Yard,Ladder,,https://www.commtrex.com/railcar-storage/location/753.html,2026-02-10T02:19:17.562359
739,The Lake Terminal Railroad Company,"Lorain, OH",Lorain,OH,"CSX, NS",500 total spaces,Yes,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair, Recertification","Plant/Mining Site, Repair Shop, Short Line, Storage Yard","FILO, Ladder, Loop","Lake Terminal Railroad Company, located in Lorain, OH on the shores of Lake Erie, is a Class III switching carrier serving Republic Engineered Products (REP) and US Steel Lorain Tubular Operations. LT provides connecting service to Norfolk Southern and CSXT, making it an ideal rail car storage location.",https://www.commtrex.com/railcar-storage/location/739.html,2026-02-10T02:19:19.990587
710,Ann Arbor Railroad,"Toledo, OH",Toledo,OH,"CN, CSX, NS",713 total spaces,Yes,"Cherry Picking, Railcar Maintenance, Railcar Repair","Short Line, Storage Yard",Ladder,"Class I Interchange Points

CSXT @ Toledo, OH
CN @ Toledo, OH
NS @ Toledo, OH",https://www.commtrex.com/railcar-storage/location/710.html,2026-02-10T02:19:22.470330
720,Stillwater Central Railroad,"Oklahoma City, OK",Oklahoma City,OK,"BNSF, UP",853 total spaces,Yes,"Cherry Picking, Railcar Maintenance","Short Line, Storage Yard",Ladder,"Class I Interchange Points
BNSF @ Oklahoma City, OK
BNSF @ Pawnee, OK
UP @ Oklahoma City, OK",https://www.commtrex.com/railcar-storage/location/720.html,2026-02-10T02:19:24.907398
768,"Horizon Rail Group KIngfisher, OK","Okarche, OK",Okarche,OK,UP,400 total spaces,Yes,"Cherry Picking, Cleaning, Painting, Railcar Maintenance, Railcar Repair","Plant/Mining Site, Storage Yard","Ladder, Loop",300+ acre facility with 2 loop tracks plus multiple yard tracks.,https://www.commtrex.com/railcar-storage/location/768.html,2026-02-10T02:19:27.351760
769,"Horizon Rail Group Enid, OK","Enid, OK",Enid,OK,UP,100 total spaces,No,"Cherry Picking, Cleaning, Painting, Railcar Maintenance, Railcar Repair","Plant/Mining Site, Storage Yard",Ladder,,https://www.commtrex.com/railcar-storage/location/769.html,2026-02-10T02:19:29.806981
693,McAlester,"McAlester, OK",McAlester,OK,UP,"1,000 total spaces",Yes,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair",Short Line,FILO,,https://www.commtrex.com/railcar-storage/location/693.html,2026-02-10T02:19:32.310087
688,Oklahoma Central Rail Park,"El Reno, OK",El Reno,OK,UP,300 total spaces,Yes,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair, Recertification, Stripe Aligning","Repair Shop, Storage Yard","FILO, Ladder, Loop","Jaguar Transport is a multi-commodity logistic company specializing in railroad, transloading, warehousing, and supply chain logistics.  We are willing to partner and invest with new and existing customers to assist with capital and logistics with a ""Can Do Attitude"" to bring value and solutions to our business partners.",https://www.commtrex.com/railcar-storage/location/688.html,2026-02-10T02:19:34.758492
577,CTLC Shattuck,"Shattuck, OK",Shattuck,OK,BNSF,100 total spaces,No,Cherry Picking,Storage Yard,"Ladder, Loop",CTLC Shattuck is a full service transload facility with a 300 railcar capacity.  The facility is served directly by the BNSF.  We are currently offering 100 railcars of storage space.,https://www.commtrex.com/railcar-storage/location/577.html,2026-02-10T02:19:37.281268
534,"Omaha Track - Pond Creek, OK","Pond Creek, OK",Pond Creek,OK,UP,125 total spaces,Yes,Cherry Picking,Storage Yard,FILO,"Omaha Track is a leading railroad material supply company and services contractor that provides quality and reliable service to the railroad industry since 1983.  Formerly known as The Tie Yard of Omaha, we began business with three employees selling railroad ties to landscapers in Omaha, Nebraska.  Since that simple beginning, we have grown into the leading railroad material supply company and services contractor in North America.

This location is located on UP's mainline that runs from Wichita to Ft Worth. Local service on this medium density mainline comes out of Enid. The facility has 6 internal tracks for storage. Inbound storage moves are best suited when empties are sent in blocks/groups of at least 5 cars.",https://www.commtrex.com/railcar-storage/location/534.html,2026-02-10T02:19:39.743221
362,Kiamichi Railroad Co.,"Hugo, OK",Hugo,OK,"BNSF, KCS, UP",-- total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/362.html,2026-02-10T02:19:42.186486
419,"Wright City, OK","Wright City, OK",Wright City,OK,"BNSF, KCS, UP",300 total spaces,Yes,"Cleaning, Railcar Maintenance","Repair Shop, Storage Yard",Ladder,,https://www.commtrex.com/railcar-storage/location/419.html,2026-02-10T02:19:44.650239
79,"Sand Springs Railway, LLC","Tulsa, OK",Tulsa,OK,"BNSF, UP",200 total spaces,Yes,"Cleaning, Railcar Maintenance, Railcar Repair, Recertification","Short Line, Storage Yard","FILO, Ladder","Notwithstanding the foregoing, Railroad, at its sole discretion, may or may not allow the switching of specific railcar numbers out of storage.

Hazmat combustible & flammable storage may require local authorities approval.",https://www.commtrex.com/railcar-storage/location/79.html,2026-02-10T02:19:47.108701
122,Arkansas Oklahoma Railroad,"Wilburton, OK",Wilburton,OK,UP,500 total spaces,No,Cherry Picking,Short Line,FILO,,https://www.commtrex.com/railcar-storage/location/122.html,2026-02-10T02:19:49.623204
38,Rogue Valley Terminal Railroad,"White City, OR",White City,OR,UP,150 total spaces,Yes,"Cherry Picking, Railcar Repair","Short Line, Storage Yard",FILO,,https://www.commtrex.com/railcar-storage/location/38.html,2026-02-10T02:19:52.012509
40,Central Oregon & Pacific Railroad,"Roseburg, OR",Roseburg,OR,UP,250 total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/40.html,2026-02-10T02:19:54.499531
41,Portland & Western Railroad,"Salem, OR",Salem,OR,"BNSF, UP",200 total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/41.html,2026-02-10T02:19:56.912148
